member_id,user_licentiate_id
2699096,297
2459803,"517,392,297"
1047393,297
2653509,297
2264880,297
2581478,"494,297"
2452987,"105,168,139,297"
2409238,297
2568460,297
2651330,"1935,297,281"
2479700,"1690,297,88"
2564611,297
2582085,297
2567546,297
2494382,297
1029000,401
2811234,297
2954345,463
2368928,517
1994266,"48,71,1391,297"
2547343,"536,368,1189,297"
2741161,297
2503335,"297,303"
1780950,297
1556446,"297,518,544,517"
2439805,297
2309086,297
2203754,297
2677124,"297,491"
2341767,"256,297"
1931517,297
1142233,"542,544,297,303"
2750184,"524,1818,297"
1302225,297
2912501,"297,1816,292,603"
2252685,297
2522677,"297,1189"
2527895,297
2173745,297
2636617,297
2433589,297
2740987,297
2513275,297
1464187,"201,542,304,318,297,544,543,303"
1487240,297
2162836,"297,1938"
2602685,297
1181195,"298,297,1934"
2953303,"421,281,1936,297"
2683836,297
1578099,297
2645353,297
2565443,"297,368"
2646216,"210,297"
895313,"297,323,201,519,317,305,301,322,302"
2337139,"1189,2050,297,2039,2057"
2407826,297
2660693,297
2279015,297
2519737,"281,330,292,878"
2649122,297
2524996,297
2232627,297
2688396,297
2526484,297
2076330,297
2354123,297
1861755,297
2781858,297
2356448,"297,495"
2614459,"297,519,494"
2082885,297
2373392,1976
2950812,297
2061290,"1414,297"
2538742,"297,1936"
2794439,297
2647667,297
2527720,"844,297"
2470286,"345,348,297"
1273894,297
2326115,"1069,1021,911,297"
2307652,"1548,180,1685,1601,297"
1893052,297
2694808,297
2739428,"297,297"
2621419,297
2587359,297
2388312,"385,297"
1025016,"73,297,1182,165,170,105,303"
2920045,297
1895078,"297,358,286,1159,357"
2543011,"1193,52,297"
2433238,"297,879,292,386"
2689076,"360,292"
2780941,"297,401,627"
2728905,297
1149471,"104,54,59,196,544,542,266,297,173"
2361199,297
2202618,297
1761923,"405,1935,297,292"
2495749,"292,999,1716,297,1299"
2346264,"297,1189"
2570476,"329,1489,1508,535,297,1000"
2004392,297
2483676,"515,521,297"
1650515,297
2829532,334
2543631,297
2675862,"297,1363,337,338"
2512254,297
2622962,"48,386,297,50"
1962590,297
1131915,"210,297"
2311452,"939,297,899"
2306301,297
2238178,"386,297"
2843898,297
2701173,516
2461657,297
2125893,297
2724848,297
2551327,1490
2023496,"698,297,661"
2723938,297
2389683,"297,366,363"
2471928,"105,196,201,317,210,139,421,297"
1041843,297
2355123,"281,292"
2022486,297
2528043,297
2431981,297
2657895,297
2494688,297
2489253,297
2782741,"305,542,201,317,217,323,322,236,265,544,1208"
2758347,"1184,368,297"
2476615,"1520,365,366,297"
2589642,297
2100840,"943,386,297"
2358386,297
2907982,"297,1189"
2556697,"297,1394,1369,1976"
2878717,"297,105,59"
2656409,297
2230880,297
2767828,297
2629351,297
2404099,297
2347569,"329,463,1546,297"
2332942,297
2689213,297
2566085,"1560,1114,297"
2356904,"297,386"
1543024,"334,297"
2322659,297
1132698,"317,304,297"
2307236,"1361,364,297,1189"
1639815,297
2597587,297
1548534,"139,297,544,105,201,140"
2473742,"297,349"
2408583,297
2588562,297
2775226,297
1978392,"1168,1002,297,532"
2697697,1902
2386152,297
2702559,"296,910,1739,918,1541,1062,1936,1968,290,292"
2333095,"210,297,303,105,207"
2528198,"297,1169,629,1023"
2434691,297
2302224,"1985,292"
2648247,"1023,1069,1488,297,386,368,281,909"
2411750,"285,1325,297,337,330,1554"
2792495,297
2555890,297
2334336,297
1466111,"385,297"
2498221,297
335986,"1993,1935,297"
2365999,"105,297"
2226908,297
2620405,"297,385"
2399369,297
2548439,297
2397169,"1490,1718,1917,297"
2412995,297
2618509,297
2861778,297
2397632,297
2728496,297
110484,"943,1818"
2502410,"297,297"
2415981,297
2777411,"393,1539,1867,530,1861,297"
2702329,297
2816069,"168,201,139"
1290861,"516,210,297"
1537658,297
2354701,"958,297,281"
2416209,297
2455985,297
1071697,"303,297"
2411307,297
2691937,297
2460284,"1189,385,297"
2523582,"47,297,48"
2589123,"297,281"
2192301,297
2395185,105
2415481,297
2321240,297
2332880,297
2552114,297
2484898,297
1982765,297
2183891,297
2175253,297
1278009,297
1957008,"975,897,297,1021,292"
2923210,297
2552481,544
2343019,297
2413775,"28,297"
2940557,"297,358,284,338,329,421,281,1177,286,357"
2452080,"297,1184"
2237187,297
2604828,"297,879,1069,1155,281,292"
2420956,297
2691936,297
1410917,"519,297"
1117752,"297,298,306,105,73,334,292,544"
2549868,1976
2389421,297
2410986,297
2421804,"385,297,1690"
2624938,"329,337,1690,386,338,1330,297"
2539853,297
2787884,297
2280801,"1023,297,942"
2658692,297
2488076,"910,288,286,943,297,292"
1301132,"466,461,425,385,483,445"
2000882,297
2632420,297
2441289,"519,297"
1724293,"297,334"
2487455,"1884,629,494"
2734739,297
2384203,297
1606583,297
2665014,297
2074352,297
1279834,297
2566083,"297,516"
1663855,"421,297"
2632760,297
2957356,1184
2915860,297
2632159,297
2605764,297
2484215,297
2333832,297
2624771,"368,297"
2677071,297
983666,297
2045258,297
2710130,"297,421"
2725913,297
1393163,297
2232173,"297,1189,330,544,1184"
2232391,167
2544224,297
2352119,297
2637483,297
1561277,297
2325289,"297,674,662"
2776263,297
2449544,"386,297,105,1189,483"
2444694,"364,297,318,139,135,1189"
2366182,297
2358935,"291,386,297,341"
2599630,297
2549889,"266,297,201"
2855202,297
2519710,297
1520836,297
2723815,297
2780855,297
2778343,"1186,297,301"
2881484,297
556484,297
2595628,"297,518,516"
2490165,"297,524"
1789211,"633,28,297"
279995,297
2506991,"168,139,297,303"
2791640,297
2437865,297
799509,297
2739393,297
2874913,"168,210,316,1185,318,1189,303,105,297,196,201,544,1182,167"
2684746,297
2445211,297
2378939,"297,201,303"
2614732,297
2308025,"1320,1635,297"
2489097,"303,297"
2475357,297
2335317,297
2583143,"421,297,1531"
2650604,297
1394716,"297,287,288,289,292,291,281"
2720068,297
1817621,297
2550107,297
2486739,297
2040619,297
2462228,"301,303,297"
2281170,"297,1070"
2428194,"385,937,386,297"
279060,"292,283,281,296,297,289"
2380688,"368,363,394,395,1520,364,366"
2020172,297
2083190,297
2557258,"297,878,292,386"
2304215,297
2588566,297
2315686,"910,297,1057,1069"
2685622,297
1675872,297
2332621,297
2677570,297
2102180,297
2639102,"539,297,329"
1548091,297
2267007,"1254,1223,1935,1247,1255,337,1993,297,285,338,329"
2118099,"398,393,392,297"
2338796,297
2354654,297
2890950,"364,297,1189"
2399373,297
2713198,297
2865565,"330,362"
1021646,297
2625472,"517,392,297"
296139,297
2774677,"222,236,304,297,201,303"
2510740,"297,1184"
2748336,297
2251991,"1023,297,1507,939"
2667221,"1993,297,281"
2363454,297
2613595,297
2454935,297
2504970,"392,517,515,363"
2709285,"1936,1993,1062,290,297,337,1057"
2683869,297
2192363,297
2858676,1976
2392906,297
2350171,297
2379744,297
2575135,297
2735894,1023
2544657,"297,330"
1422432,"297,517"
2719101,297
956391,"171,297"
2587041,297
2916857,297
1487066,297
2803520,297
304235,"297,303"
1380394,297
2293990,297
2491834,297
2539029,"1917,297"
1942767,297
2318460,297
2269495,1184
2761017,"90,943,301,323,302,324,859,1094,198,779,1182,1509,1185,200,79,297,303,322"
2769594,"297,1935,385,395,394,2026"
2063661,297
2332380,"1187,297,303"
2838242,"28,1184,524,602,297"
2682386,"516,297"
2470004,"999,1056,297"
1511691,297
2424774,297
2921263,297
2732778,385
2568218,297
2432097,297
2874531,"1187,297"
2525392,297
2648361,"1490,297,1586,1489"
2486054,297
2366179,"909,1020,1064,297"
2681448,297
1139242,"1693,1060,542,297,1057"
2672832,297
2390649,297
2692044,297
2722199,297
2243048,"297,27"
1978758,"394,297,395"
2282362,297
2781458,297
2341123,"281,297,1690"
2609139,297
906714,297
2580472,"297,1794"
2846277,"101,201,265,303,317"
353394,297
2638433,"368,297"
2530300,297
2691129,297
2716602,"1998,386"
1031900,297
2785976,297
2569198,"329,297,338,1223"
2752332,"281,297"
2708724,297
2477545,297
2381015,297
1765531,297
2198670,"385,1976"
1100500,281
2568370,297
2389631,297
2533041,"531,539,292,977,291"
2076083,297
2592506,297
1678153,"517,392,297,398"
109667,297
2696435,"1058,297,516,1490,519,334,1489,291,911"
2681245,297
2444603,297
2416846,297
1999112,297
2952667,"292,284,911,297"
2275256,297
2399970,297
2318430,297
2433999,297
1870456,297
2425934,297
2532404,297
2482596,297
2642784,297
2507462,297
2550142,"958,385,1507,1083,297,1508,1935"
1315625,"297,298,519"
2497735,"297,400"
2575810,1069
2924709,"393,297,392,1528"
2663230,297
2660552,"1508,385,297,1393,358,1507,357,1394"
2532042,297
677287,297
2557226,297
2459585,297
2520771,297
2163452,297
2368777,297
2713368,297
2753746,297
1602236,297
2387880,297
2416215,297
2735786,517
2615083,297
2841015,"1937,1724,1510,297,1731"
2880693,"303,297,1189,813"
2301552,297
2885286,"297,301,347,105"
2758762,"421,297"
2776168,"28,297"
2487617,297
2577734,297
2451026,297
2135003,297
2457357,297
2692573,297
2452483,"135,146,167,297"
2326250,297
2529044,"1390,297"
2954144,"1586,297,1023,519,1510"
2397139,"297,539"
2508341,297
2804306,297
2695695,297
1848222,"368,297"
2325261,297
2556376,297
2689313,"379,330"
2740757,"318,201,315,297,303,304"
1184670,297
606049,"297,368"
2341115,"392,297,517"
2457182,"1085,959,297,392,1938,517,960,1088,284,1509,292,1510,1718,1720"
2699128,297
2789485,"1794,329,327,326,330,297,328"
2360575,366
2864332,297
2401807,"368,297"
2120316,"341,297,386"
2417055,"366,297,365"
2745057,297
2687590,297
2797181,"297,2026,2024"
2454197,"326,421,385,1654,348,1297"
2333868,297
2230770,297
2803859,"297,519,1770,368,1438"
2366763,"29,28,297"
2334705,"1024,297,292,1491,106"
2580634,297
1494039,297
2696753,"542,297,1189"
2358461,297
2410959,297
2323451,297
2888425,1184
2458813,297
702044,"297,40,31,28,48"
2465471,297
2402825,297
2657254,"121,303,297"
2392493,"522,1819,297,516"
2571826,297
2515730,"900,1058,297,292,288,330,911,943"
2083493,"1245,297,1269,1488"
2219798,297
2516607,"511,510"
2779420,297
2194322,297
2281981,297
2765365,"1189,297,298,306"
2614874,297
2777864,297
2515798,"542,303,1189,297"
2408381,"1184,297"
2521609,"297,1976"
2730606,297
1214527,291
724055,"28,334,542,297"
2774673,297
2364263,297
2559455,297
2389385,297
2613792,"911,297"
1544099,"297,292"
348347,297
1092092,"292,296,297"
2773878,"341,297"
2607699,297
716607,"421,297,519,518,301"
2654437,297
2598637,"297,421"
2603674,297
2734890,297
2688752,297
991492,297
2380419,"386,338,337,330,1213"
2814623,"1189,297"
2472753,297
2546765,297
2603537,"395,401,297,394"
2184269,"910,628,297,1070,1099"
2794776,"297,1906"
2647525,297
2576551,297
2488808,297
2375051,297
2492650,297
1487885,"519,516,297"
2437587,"334,297"
2500332,297
2312742,297
2393587,297
2692510,"297,337,338,1272,1273,329,330"
2492184,297
1567946,1967
2572171,297
2768048,628
2772029,297
2308846,297
2526728,"368,297,369"
1496896,"297,421,394,395"
184722,"288,1489,297,287"
2315935,297
2138541,297
2384018,297
2542768,"297,483,386,1507,1508"
2582541,297
2572101,297
2256209,297
2738260,"104,297,1324,59"
2697198,297
2433688,"542,1189,297"
2380721,362
1389658,297
2511107,297
2450026,297
511902,"297,386"
1984883,"368,281,297,519"
2319979,297
2266587,"364,297"
2673747,"236,297,201"
2519909,"297,73,1189,105"
2719433,297
2787774,297
2202948,"508,297"
753944,"297,293"
2337597,297
2511309,"360,297"
2409729,297
2554221,"315,297"
2798092,"201,236,297"
516572,"297,105"
2662007,297
2286934,297
2365362,297
2236188,297
1686804,"297,517,519"
396217,"483,297"
2553503,297
2549453,"394,395,297"
2803490,"1934,1938,1935,1937,1936,1939,1993"
1758549,"1058,297,139,106"
2463638,297
2751814,297
2499777,"1189,201,303,105"
2441381,"303,322,324,297"
860607,"297,386"
1124359,297
2776643,297
2392491,"395,394,297"
1631843,297
2439460,297
2416944,297
2679414,"297,1182"
2782098,297
1730658,"392,297,517"
2009437,"960,297,1585,1023,1509"
2438142,"297,911"
2948807,"319,317"
2476642,297
2497233,297
2375650,"210,303,306,90,860,297,1182"
2570245,"1993,297,1903"
2035108,"297,463,171"
2021032,297
1048031,297
2490579,"1069,297,1000,281,1021,284"
1846943,"368,297"
1875808,"321,303,198,304,544,135,201,297"
2709807,297
2911018,"1390,385"
2620561,"7,297,304"
2697777,297
2415863,297
2564808,297
2325172,297
2495846,"266,789,297"
2412064,297
2795015,297
2854598,"322,303,297,324"
2204087,"1023,1062,297"
1297326,"297,363,368"
2496529,"297,1585"
2486051,"543,1937"
2475935,"297,288"
2743686,297
2707962,297
2803223,"201,297"
2954677,297
2628812,297
2708630,297
2807296,297
1771923,297
2111624,297
2711049,297
2347221,297
2148803,297
2138197,297
241513,297
1852569,297
2626208,297
2727420,297
1823612,297
2376582,297
2731157,297
2496246,297
1813042,"281,297,334"
2598705,"297,338,1222,1229,1228,1254,1253,1223,1225,330,337"
2476581,297
2390207,297
2814042,"318,544,297,303,542"
2389146,297
2581791,"297,297"
2184047,"1507,292,297,1508"
2497174,297
2728113,297
2430752,297
2621184,297
2382946,297
853422,"519,297"
2678775,"303,297"
2534370,"167,297"
2161996,"385,297"
2644382,"201,306,297,542"
1182867,"297,394,395,281"
2780514,297
2634133,297
2698946,"16,59,297,105,542,196"
2784877,"297,392,517"
2422160,297
2529412,"1058,519,524,297,536,334,1630"
2341465,297
2238834,297
2943522,"303,198,201,297,317,364"
1518505,297
2287822,"318,297,139"
2261509,"454,1615,297"
2711441,"297,958"
2684980,297
2534186,297
2519814,"297,385,977,1023"
1115420,297
2362156,"281,1718,1720,288,292,297"
2900036,"368,364,297"
2704664,297
2274312,"297,536"
2834911,385
2463615,"192,297"
2511542,292
2764060,297
2782041,"1070,288,1509,291,1489,297,281"
2525517,297
1744212,297
990858,"302,297,544,303"
2769525,297
2740123,297
2316677,297
2590677,"201,297"
2551078,297
1252538,297
2388130,334
2016437,297
2627946,"297,385,1488"
2736742,297
2526826,"292,1586,297"
2548172,297
