member_id,work_id,age_match,annualpay_match,pref_match,occupation_match,exp_match,licentiate_match,gender_match
109873,19140,-2.0908613938369025,-0.5968995558603702,0.04889440096705573,0.2280453919894857,0.14873258207976106,0.09911099734739573,1
109873,50152,-2.0908613938369025,-1.1446079675997411,0.04889440096705573,0.2280453919894857,0.06875238727711584,0.09710297483127807,1
109873,73448,-0.3789617913198708,-0.41433008528057996,0.03877274032312792,1.0,0.05497493452490016,0.09710297483127807,1
109873,26023,-1.0209241422637576,-1.0228949872132143,0.0431036392229827,1.0000000000000002,0.31660623106828617,0.12012424422360286,1
109873,80706,-1.734215643312521,-0.718612536246897,0.03781233278744345,0.2280453919894857,0.06875238727711584,0.12012424422360286,1
109873,37526,-2.447507144361284,-1.1446079675997411,0.04136040273215003,0.29248781803072804,0.06875238727711584,0.09710297483127807,1
109873,94631,-2.0908613938369025,-0.9011820068266874,0.04889440096705573,1.0000000000000002,0.06875238727711584,0.09710297483127807,1
109873,87658,-1.3775698927881395,-0.6455847015851607,0.0431036392229827,1.0000000000000002,0.280923588396163,0.12012424422360286,1
109873,101493,-1.734215643312521,-0.41433008528057996,0.06992044016154092,0.0,0.14873258207976106,0.09710297483127807,1
109873,83958,-2.0908613938369025,-0.7855546986743938,0.04136040273215003,1.0000000000000002,0.3272509005094158,0.12012424422360286,1
2665615,19140,0.12034225941426341,-0.5968995558603702,0.06992044016154092,0.2726069518125906,0.0,0.10007935826592089,1
2665615,84527,0.8336337604630266,-0.718612536246897,0.06992044016154092,1.0,0.0,0.1220996484407271,1
2665615,82247,0.8336337604630266,-1.0228949872132143,0.06992044016154092,0.2726069518125906,0.025,0.1220996484407271,1
2665615,61378,0.4056588598337687,-0.718612536246897,0.06992044016154092,0.2726069518125906,0.0,0.1220996484407271,1
2665615,34172,0.12034225941426341,-0.8403255166334239,0.06992044016154092,0.2726069518125906,0.025,0.1220996484407271,1
2665615,28436,0.4056588598337687,-1.0228949872132143,0.06992044016154092,0.29248781803072804,0.025,0.1220996484407271,1
2665615,100829,0.4056588598337687,-0.9011820068266874,0.06992044016154092,0.0,0.0,0.11441217786318553,1
2665615,86349,0.476988009938645,-1.0228949872132143,0.06992044016154092,1.0,0.0,0.0995877081000802,1
72499,19140,-1.4488990428930157,-2.6254492289691513,0.06091776651285881,0.2726069518125906,0.0,0.12354730504347831,1
72499,38922,-1.4488990428930157,-2.9662455972663335,0.04963031672985653,1.0,0.0,0.1394205526091573,1
72499,88176,0.04901310930938709,-3.0331877596938366,0.06091776651285881,1.0000000000000002,0.0,0.1394205526091573,1
72499,100260,-1.4488990428930157,-2.747162209355678,0.044729091033632436,1.0000000000000002,0.0,0.11645656788146687,1
72499,93693,0.12034225941426341,-3.0331877596938366,0.06091776651285881,1.0000000000000002,0.0,0.1394205526091573,0
72499,40064,-1.4488990428930157,-2.564592738775888,0.04963031672985653,0.2726069518125906,0.0,0.1394205526091573,1
72499,94543,0.12034225941426341,-2.954074252797867,0.0482978596044159,1.0000000000000002,0.0,0.1394205526091573,1
72499,75847,-0.7356075418442524,-2.944945802483784,0.04963031672985653,1.0000000000000002,0.0,0.11645656788146687,1
72499,96349,-0.8069366919491288,-2.442879758389361,0.06091776651285881,1.0000000000000002,0.0,0.11645656788146687,1
72499,21293,-0.7356075418442524,-3.0514446603219954,0.04475233720481507,1.0000000000000002,0.0,0.1394205526091573,1
72499,99792,-1.0922532923686339,-2.9419030244039415,0.04963031672985653,1.0000000000000002,0.0,0.1394205526091573,1
434433,94563,-0.23630349111011817,-1.0228949872132143,0.048495429305787915,1.0000000000000002,0.15981828675965715,0.13311786224440642,1
434433,99822,0.04901310930938709,-0.7733833542059272,0.046003349927883484,1.0000000000000002,0.14274973600586638,0.13311786224440642,1
434433,96627,-0.6642783917393761,-1.1141797225031094,0.048495429305787915,1.0000000000000002,0.15535862567877046,0.15407154479439655,1
434433,91351,-0.23630349111011817,-0.8403255166334239,0.05842103726626476,1.0,0.21709163378882235,0.15407154479439655,1
434433,19022,0.12034225941426341,-1.0228949872132143,0.04529687818812487,1.0000000000000002,0.19058469471422831,0.15407154479439655,1
434433,68288,-0.3076326412149945,-0.5299573934328735,0.05842103726626476,1.0000000000000002,0.11709896599627928,0.15407154479439655,1
434433,76842,-0.23630349111011817,-1.0228949872132143,0.048495429305787915,1.0000000000000002,0.15981828675965715,0.15407154479439655,1
2787873,94563,-0.5216200915296234,-1.276463696351812,0.04917668989392392,1.0000000000000002,0.07662287042850598,0.11645656788146687,1
2787873,100684,-0.878265842054005,-0.9539243447573359,0.06992044016154092,0.0,0.07662287042850598,0.1394205526091573,1
2787873,90170,-0.5216200915296234,-1.592917433749325,0.04833973562853209,1.0,0.07662287042850598,0.1394205526091573,1
2787873,62975,-0.022316040795489222,-1.4590331669316023,0.05249811799199651,0.29248781803072804,0.12656247769454834,0.1394205526091573,0
2787873,93525,-0.23630349111011817,-1.0938942257720214,0.04620559516591046,0.29248781803072804,0.07662287042850598,0.1394205526091573,0
2787873,88853,0.5483171600435213,-1.3373201865450755,0.04664291492401163,0.29248781803072804,0.2277954831323969,0.11645656788146687,1
2787873,94046,-1.4488990428930157,-1.4286049218349706,0.04973523998301005,1.0000000000000002,0.07662287042850598,0.1394205526091573,1
2787873,76249,-0.5216200915296234,-1.1699648385136008,0.049303186605656614,1.0000000000000002,0.07662287042850598,0.11645656788146687,1
2982789,68006,-0.3076326412149945,-0.45490107874275554,0.04277312842960501,1.0,0.0314970394174356,0.10912031061522305,1
9014,68006,0.26300055962401603,-2.737019460990134,0.04817323254317488,0.3024812146365498,0.1250294773330265,0.31787459287489794,1
9014,22288,-1.520228192997892,-2.4935935002170804,0.05796023246299814,1.0,0.1250294773330265,0.19969736359296986,1
1175572,68006,1.118950360882532,-0.9620384970199508,0.06992044016154092,1.0,0.1178511301977579,0.1065301614878002,1
1175572,83382,0.9049629105679029,-0.931610251923319,0.06992044016154092,0.3024812146365498,0.1178511301977579,0.17031305386837925,1
2368136,68006,1.7609127118264185,0.8180138411330045,0.03763599354250017,1.0,0.0,0.10912031061522305,1
2368136,95301,2.046229312245924,1.640793616403818,0.03660623842956442,0.15355301950053554,0.0,0.11645656788146687,1
2986517,58344,0.6196463101483977,0.04209359116889576,0.04047927461139896,0.2280453919894857,0.04454354031873738,0.1394205526091573,1
2986517,54142,0.6196463101483977,0.04209359116889576,0.044403449311424766,0.2280453919894857,0.22762129500904424,0.04307165788592735,1
2986517,96979,0.6196463101483977,-0.26218885979742135,0.052950701910316186,1.0000000000000002,0.04454354031873738,0.11645656788146687,1
2986517,29680,0.5483171600435213,-0.26218885979742135,0.052950701910316186,0.29248781803072804,0.07774988293083009,0.08160474206676094,1
2986517,72351,-0.09364519090036554,-0.2834886545799708,0.038732597770203915,0.29248781803072804,0.049792878946416215,0.1394205526091573,1
2986517,50907,0.26300055962401603,-0.018762899024367667,0.04374396912190414,0.2280453919894857,0.04454354031873738,0.1394205526091573,1
2632161,58344,-2.3048488441515316,-1.47931866366269,0.05239674524684533,0.2280453919894857,0.04454354031873738,0.1394205526091573,1
2632161,93193,-2.3761779942564076,-1.7836011146290072,0.05291783392570048,0.29248781803072804,0.04454354031873738,0.1394205526091573,1
2632161,59601,-2.3048488441515316,-1.9661705852087974,0.04806576722909139,0.2280453919894857,0.04454354031873738,0.1394205526091573,1
2632161,83691,-2.3761779942564076,-1.5401751538559534,0.05172600857127357,0.2280453919894857,0.04454354031873738,0.1394205526091573,1
2632161,82058,-2.661494594675913,-1.7836011146290072,0.05892109561266825,1.0000000000000002,0.04454354031873738,0.11645656788146687,1
2632161,92636,-0.9495949921588813,-1.491490008131163,0.05892109561266825,0.29248781803072804,0.11950038276737737,0.11645656788146687,1
2632161,89713,-2.661494594675913,-1.7209188879431105,0.05892109561266825,0.9999999999999998,0.04454354031873738,0.1394205526091573,1
2632161,65481,-0.878265842054005,-1.47931866366269,0.05111336258262627,1.0000000000000002,0.04454354031873738,0.11645656788146687,1
2632161,30960,-1.94820309362715,-1.6771022567907963,0.05241461516812078,1.0000000000000002,0.04454354031873738,0.11645656788146687,1
