member_id,work_id,age_match,annualpay_match,pref_match,occupation_match,exp_match,licentiate_match,gender_match,entry_flg
33631,35695,-0.3789617913198706,-1.276463696351812,0.05012308938967091,1.0,0.09234187522396899,0.11645656788146687,1,0
2801134,35695,0.6196463101483977,-0.26218885979742135,0.04253040280341891,0.03660828314821129,0.0,0.11645656788146687,1,0
2801134,79491,0.9762920606727792,-0.1830754689759991,0.06058789999946727,0.07778807279914167,0.0,0.07954982132052271,1,0
2801134,80625,0.26300055962401614,-0.14047587941089446,0.06058789999946727,0.03660828314821129,0.0,0.1394205526091573,1,0
2801134,97914,0.5483171600435214,-0.17698979674175977,0.06058789999946727,0.024823953449259303,0.0,0.1394205526091573,1,0
2801134,29009,1.6895835617215422,-0.4143300852805799,0.04850495209387447,0.11235428908962196,0.0,0.1394205526091573,1,0
2801134,91656,0.26300055962401614,0.042093591168895834,0.04253040280341891,0.08073672507991196,0.0,0.11645656788146687,1,0
2801134,28212,0.6196463101483977,-0.5056148205704751,0.04253040280341891,0.025924064589790168,0.0,0.12682611234932636,1,0
1543999,76303,0.6196463101483977,1.1405531927274808,0.05578717616170562,1.0,0.1154548410007954,0.11645656788146687,1,0
1543999,88274,-0.6642783917393759,0.452874899973424,0.048867423774842614,0.07873421931694748,0.38013538475890624,0.11645656788146687,1,0
1543999,91006,-0.3789617913198706,0.7632430231739749,0.05578717616170562,1.0,0.23783535600422523,0.1394205526091573,1,0
1543999,88271,-0.6642783917393759,0.452874899973424,0.048867423774842614,0.06538704520472235,0.24781877449084605,0.11645656788146687,1,0
1543999,88271,-0.6642783917393759,0.452874899973424,0.048867423774842614,0.06538704520472235,0.24781877449084605,0.11645656788146687,1,0
611668,76303,0.049013109309387216,1.1405531927274808,0.06992044016154092,0.01988091998394693,0.0,0.09827106164820208,1,0
611668,13790,-1.5202281929978916,1.1222962920993218,0.06992044016154092,0.09630097869845794,0.0314970394174356,0.12549422236794902,1,0
611668,94998,-1.5202281929978916,0.9397268215195316,0.06992044016154092,0.049092633449227145,0.0314970394174356,0.09827106164820208,1,0
611668,94998,-1.5202281929978916,0.9397268215195316,0.06992044016154092,0.049092633449227145,0.0314970394174356,0.09827106164820208,1,0
611668,87031,-1.5202281929978916,0.7936712682706065,0.06992044016154092,0.09630097869845794,0.0314970394174356,0.12549422236794902,1,0
611668,17369,-1.16358244247351,0.5745878803599509,0.06992044016154092,0.09630097869845794,0.0314970394174356,0.12549422236794902,1,0
611668,17369,-1.16358244247351,0.5745878803599509,0.06992044016154092,0.09630097869845794,0.0314970394174356,0.12549422236794902,1,0
611668,74509,-1.2349115925783865,0.7632430231739749,0.06992044016154092,0.01988091998394693,0.0314970394174356,0.12549422236794902,1,0
611668,93416,-1.16358244247351,0.5867592248284238,0.06992044016154092,1.0,0.0314970394174356,0.22221222400768667,1,0
611668,93416,-1.16358244247351,0.5867592248284238,0.06992044016154092,1.0,0.0314970394174356,0.22221222400768667,1,0
611668,93416,-1.16358244247351,0.5867592248284238,0.06992044016154092,1.0,0.0314970394174356,0.22221222400768667,1,0
611668,89263,0.26300055962401614,1.0614398019060585,0.06992044016154092,0.09630097869845794,0.0,0.09827106164820208,1,0
611668,96248,2.4028750627703053,1.3657222528723756,0.06992044016154092,0.09630097869845794,0.0,0.12549422236794902,1,0
